gap_type,student_id,workflow_id,department,days_elapsed,confidence,priority,leading_signal,reason,evidence
no_later_follow_up,S0360,WF00258,Residential Life,18,Medium,Medium,referral with nothing recorded after it,Referral at Residential Life 18 days ago has no later interaction of any kind recorded for this student since.,"interaction_id=SI00403, status=open"
incomplete_or_overdue_action_plan,S0033,AP0015,Financial Aid,18,High,Medium,action plan overdue with no completion recorded,Action plan at Financial Aid passed its target completion date with no actual_completion_date recorded.,"plan_id=AP0015, completion_status=partially_completed, completion_percentage=50"
incomplete_or_overdue_action_plan,S0246,AP0093,Residential Life,18,Medium,Medium,action plan marked incomplete,Action plan at Residential Life is marked incomplete (54% complete).,"plan_id=AP0093, completion_status=incomplete, completion_percentage=54"
incomplete_or_overdue_action_plan,S0463,AP0164,Dean of Students,18,High,Medium,action plan overdue with no completion recorded,Action plan at Dean of Students passed its target completion date with no actual_completion_date recorded.,"plan_id=AP0164, completion_status=partially_completed, completion_percentage=59"
unowned_workflow_step,S0122,WF00085,Counseling,17,High,Medium,check_in logged with no named owner,Check in at Counseling has no assigned_owner -- nobody on record is accountable for it.,"interaction_id=SI00137, interaction_type=check_in, status=open"
unowned_workflow_step,S0548,WF00366,Dean of Students,17,High,Medium,handoff logged with no named owner,Handoff at Dean of Students has no assigned_owner -- nobody on record is accountable for it.,"interaction_id=SI00594, interaction_type=handoff, status=open"
unowned_workflow_step,S0160,WF00109,Financial Aid,17,High,Medium,referral logged with no named owner,Referral at Financial Aid has no assigned_owner -- nobody on record is accountable for it.,"interaction_id=SI00166, interaction_type=referral, status=open"
unowned_workflow_step,S0264,WF00190,Dean of Students,17,High,Medium,referral logged with no named owner,Referral at Dean of Students has no assigned_owner -- nobody on record is accountable for it.,"interaction_id=SI00292, interaction_type=referral, status=open"
unowned_workflow_step,S0264,WF00191,Dean of Students,17,High,Medium,referral logged with no named owner,Referral at Dean of Students has no assigned_owner -- nobody on record is accountable for it.,"interaction_id=SI00294, interaction_type=referral, status=open"
no_later_follow_up,S0122,WF00085,Counseling,17,Medium,Medium,check_in with nothing recorded after it,Check in at Counseling 17 days ago has no later interaction of any kind recorded for this student since.,"interaction_id=SI00137, status=open"
incomplete_or_overdue_action_plan,S0026,AP0012,Counseling,17,High,Medium,action plan overdue with no completion recorded,Action plan at Counseling passed its target completion date with no actual_completion_date recorded.,"plan_id=AP0012, completion_status=incomplete, completion_percentage=48"
incomplete_or_overdue_action_plan,S0211,AP0072,Financial Aid,17,High,Medium,action plan overdue with no completion recorded,Action plan at Financial Aid passed its target completion date with no actual_completion_date recorded.,"plan_id=AP0072, completion_status=incomplete, completion_percentage=51"
incomplete_or_overdue_action_plan,S0316,AP0116,Residential Life,17,Medium,Medium,action plan marked incomplete,Action plan at Residential Life is marked incomplete (23% complete).,"plan_id=AP0116, completion_status=incomplete, completion_percentage=23"
unowned_workflow_step,S0067,WF00053,Counseling,16,High,Medium,check_in logged with no named owner,Check in at Counseling has no assigned_owner -- nobody on record is accountable for it.,"interaction_id=SI00083, interaction_type=check_in, status=open"
unowned_workflow_step,S0067,WF00053,Counseling,16,High,Medium,referral logged with no named owner,Referral at Counseling has no assigned_owner -- nobody on record is accountable for it.,"interaction_id=SI00084, interaction_type=referral, status=open"
no_later_follow_up,S0067,WF00053,Counseling,16,Medium,Medium,check_in with nothing recorded after it,Check in at Counseling 16 days ago has no later interaction of any kind recorded for this student since.,"interaction_id=SI00083, status=open"
no_later_follow_up,S0067,WF00053,Counseling,16,Medium,Medium,referral with nothing recorded after it,Referral at Counseling 16 days ago has no later interaction of any kind recorded for this student since.,"interaction_id=SI00084, status=open"
unowned_workflow_step,S0264,WF00192,Academic Advising,15,High,Medium,referral logged with no named owner,Referral at Academic Advising has no assigned_owner -- nobody on record is accountable for it.,"interaction_id=SI00297, interaction_type=referral, status=open"
no_later_follow_up,S0264,WF00192,Academic Advising,15,Medium,Medium,referral with nothing recorded after it,Referral at Academic Advising 15 days ago has no later interaction of any kind recorded for this student since.,"interaction_id=SI00297, status=open"
unowned_workflow_step,S0052,WF00040,Academic Advising,14,High,Medium,referral logged with no named owner,Referral at Academic Advising has no assigned_owner -- nobody on record is accountable for it.,"interaction_id=SI00065, interaction_type=referral, status=open"
unowned_workflow_step,S0528,WF00354,Dean of Students,14,High,Medium,referral logged with no named owner,Referral at Dean of Students has no assigned_owner -- nobody on record is accountable for it.,"interaction_id=SI00575, interaction_type=referral, status=open"
unowned_workflow_step,S0365,WF00263,Dean of Students,14,High,Medium,referral logged with no named owner,Referral at Dean of Students has no assigned_owner -- nobody on record is accountable for it.,"interaction_id=SI00409, interaction_type=referral, status=open"
unowned_workflow_step,S0028,WF00024,Financial Aid,14,High,Medium,handoff logged with no named owner,Handoff at Financial Aid has no assigned_owner -- nobody on record is accountable for it.,"interaction_id=SI00037, interaction_type=handoff, status=open"
unowned_workflow_step,S0273,WF00199,Academic Advising,14,High,Medium,check_in logged with no named owner,Check in at Academic Advising has no assigned_owner -- nobody on record is accountable for it.,"interaction_id=SI00308, interaction_type=check_in, status=open"
no_later_follow_up,S0273,WF00199,Academic Advising,14,Medium,Medium,check_in with nothing recorded after it,Check in at Academic Advising 14 days ago has no later interaction of any kind recorded for this student since.,"interaction_id=SI00308, status=open"
incomplete_or_overdue_action_plan,S0036,AP0018,Residential Life,14,Medium,Medium,action plan marked incomplete,Action plan at Residential Life is marked incomplete (14% complete).,"plan_id=AP0018, completion_status=incomplete, completion_percentage=14"
incomplete_or_overdue_action_plan,S0122,AP0044,Dean of Students,14,Medium,Medium,action plan marked incomplete,Action plan at Dean of Students is marked incomplete (27% complete).,"plan_id=AP0044, completion_status=incomplete, completion_percentage=27"
incomplete_or_overdue_action_plan,S0181,AP0062,Dean of Students,14,Medium,Medium,action plan marked incomplete,Action plan at Dean of Students is marked incomplete (40% complete).,"plan_id=AP0062, completion_status=incomplete, completion_percentage=40"
incomplete_or_overdue_action_plan,S0217,AP0077,Counseling,14,High,Medium,action plan overdue with no completion recorded,Action plan at Counseling passed its target completion date with no actual_completion_date recorded.,"plan_id=AP0077, completion_status=incomplete, completion_percentage=14"
incomplete_or_overdue_action_plan,S0472,AP0167,Counseling,14,High,Medium,action plan overdue with no completion recorded,Action plan at Counseling passed its target completion date with no actual_completion_date recorded.,"plan_id=AP0167, completion_status=incomplete, completion_percentage=3"
unowned_workflow_step,S0157,WF00107,Dean of Students,13,Medium,Medium,check_in logged with no named owner,Check in at Dean of Students has no assigned_owner -- nobody on record is accountable for it.,"interaction_id=SI00163, interaction_type=check_in, status=open"
unowned_workflow_step,S0028,WF00024,Financial Aid,13,Medium,Medium,handoff logged with no named owner,Handoff at Financial Aid has no assigned_owner -- nobody on record is accountable for it.,"interaction_id=SI00038, interaction_type=handoff, status=open"
unowned_workflow_step,S0476,WF00318,Counseling,13,Medium,Medium,handoff logged with no named owner,Handoff at Counseling has no assigned_owner -- nobody on record is accountable for it.,"interaction_id=SI00513, interaction_type=handoff, status=pending"
unowned_workflow_step,S0444,WF00302,Counseling,13,Medium,Medium,referral logged with no named owner,Referral at Counseling has no assigned_owner -- nobody on record is accountable for it.,"interaction_id=SI00483, interaction_type=referral, status=open"
incomplete_or_overdue_action_plan,S0085,AP0029,Dean of Students,13,Medium,Medium,action plan marked incomplete,Action plan at Dean of Students is marked incomplete (7% complete).,"plan_id=AP0029, completion_status=incomplete, completion_percentage=7"
incomplete_or_overdue_action_plan,S0114,AP0040,Residential Life,13,High,Medium,action plan overdue with no completion recorded,Action plan at Residential Life passed its target completion date with no actual_completion_date recorded.,"plan_id=AP0040, completion_status=incomplete, completion_percentage=6"
incomplete_or_overdue_action_plan,S0176,AP0061,Residential Life,13,High,Medium,action plan overdue with no completion recorded,Action plan at Residential Life passed its target completion date with no actual_completion_date recorded.,"plan_id=AP0061, completion_status=partially_completed, completion_percentage=33"
incomplete_or_overdue_action_plan,S0551,AP0180,Residential Life,13,Medium,Medium,action plan marked incomplete,Action plan at Residential Life is marked incomplete (25% complete).,"plan_id=AP0180, completion_status=incomplete, completion_percentage=25"
incomplete_or_overdue_action_plan,S0590,AP0192,Residential Life,13,Medium,Medium,action plan marked incomplete,Action plan at Residential Life is marked incomplete (13% complete).,"plan_id=AP0192, completion_status=incomplete, completion_percentage=13"
unowned_workflow_step,S0444,WF00301,Academic Advising,12,Medium,Medium,handoff logged with no named owner,Handoff at Academic Advising has no assigned_owner -- nobody on record is accountable for it.,"interaction_id=SI00480, interaction_type=handoff, status=open"
unowned_workflow_step,S0143,WF00098,Counseling,12,Medium,Medium,check_in logged with no named owner,Check in at Counseling has no assigned_owner -- nobody on record is accountable for it.,"interaction_id=SI00151, interaction_type=check_in, status=open"
unowned_workflow_step,S0365,WF00263,Dean of Students,12,Medium,Medium,handoff logged with no named owner,Handoff at Dean of Students has no assigned_owner -- nobody on record is accountable for it.,"interaction_id=SI00410, interaction_type=handoff, status=open"
incomplete_or_overdue_action_plan,S0427,AP0151,Residential Life,12,Medium,Medium,action plan marked incomplete,Action plan at Residential Life is marked incomplete (37% complete).,"plan_id=AP0151, completion_status=incomplete, completion_percentage=37"
unowned_workflow_step,S0266,WF00194,Financial Aid,11,Medium,Medium,check_in logged with no named owner,Check in at Financial Aid has no assigned_owner -- nobody on record is accountable for it.,"interaction_id=SI00301, interaction_type=check_in, status=open"
unowned_workflow_step,S0174,WF00118,Counseling,11,Medium,Medium,referral logged with no named owner,Referral at Counseling has no assigned_owner -- nobody on record is accountable for it.,"interaction_id=SI00179, interaction_type=referral, status=open"
unowned_workflow_step,S0557,WF00378,Academic Advising,11,Medium,Medium,handoff logged with no named owner,Handoff at Academic Advising has no assigned_owner -- nobody on record is accountable for it.,"interaction_id=SI00616, interaction_type=handoff, status=open"
uncoordinated_multi_department,S0587,"WF00399,WF00400",Dean of Students + Residential Life,11,Low,Medium,concurrently active cases in unconnected departments,"Student has active, unresolved activity open simultaneously in 2 different departments (Dean of Students, Residential Life) with no indication either department is aware of the other.","interaction_ids=SI00648,SI00647"
incomplete_or_overdue_action_plan,S0273,AP0103,Residential Life,11,High,Medium,action plan overdue with no completion recorded,Action plan at Residential Life passed its target completion date with no actual_completion_date recorded.,"plan_id=AP0103, completion_status=incomplete, completion_percentage=22"
incomplete_or_overdue_action_plan,S0440,AP0158,Residential Life,11,Medium,Medium,action plan marked incomplete,Action plan at Residential Life is marked incomplete (49% complete).,"plan_id=AP0158, completion_status=incomplete, completion_percentage=49"
unowned_workflow_step,S0455,WF00310,Academic Advising,10,Medium,Medium,handoff logged with no named owner,Handoff at Academic Advising has no assigned_owner -- nobody on record is accountable for it.,"interaction_id=SI00497, interaction_type=handoff, status=open"
unowned_workflow_step,S0216,WF00159,Counseling,10,Medium,Medium,handoff logged with no named owner,Handoff at Counseling has no assigned_owner -- nobody on record is accountable for it.,"interaction_id=SI00239, interaction_type=handoff, status=open"
unowned_workflow_step,S0121,WF00083,Financial Aid,10,Medium,Medium,referral logged with no named owner,Referral at Financial Aid has no assigned_owner -- nobody on record is accountable for it.,"interaction_id=SI00132, interaction_type=referral, status=open"
unowned_workflow_step,S0435,WF00298,Counseling,10,Medium,Medium,referral logged with no named owner,Referral at Counseling has no assigned_owner -- nobody on record is accountable for it.,"interaction_id=SI00475, interaction_type=referral, status=open"
unowned_workflow_step,S0222,WF00164,Counseling,10,Medium,Medium,check_in logged with no named owner,Check in at Counseling has no assigned_owner -- nobody on record is accountable for it.,"interaction_id=SI00247, interaction_type=check_in, status=open"
unowned_workflow_step,S0160,WF00110,Academic Advising,10,Medium,Medium,referral logged with no named owner,Referral at Academic Advising has no assigned_owner -- nobody on record is accountable for it.,"interaction_id=SI00167, interaction_type=referral, status=open"
unowned_workflow_step,S0035,WF00030,Residential Life,10,Medium,Medium,handoff logged with no named owner,Handoff at Residential Life has no assigned_owner -- nobody on record is accountable for it.,"interaction_id=SI00049, interaction_type=handoff, status=open"
incomplete_or_overdue_action_plan,S0002,AP0001,Residential Life,10,Medium,Medium,action plan marked incomplete,Action plan at Residential Life is marked incomplete (0% complete).,"plan_id=AP0001, completion_status=incomplete, completion_percentage=0"
incomplete_or_overdue_action_plan,S0251,AP0095,Residential Life,10,High,Medium,action plan overdue with no completion recorded,Action plan at Residential Life passed its target completion date with no actual_completion_date recorded.,"plan_id=AP0095, completion_status=partially_completed, completion_percentage=79"
incomplete_or_overdue_action_plan,S0395,AP0142,Academic Advising,10,High,Medium,action plan overdue with no completion recorded,Action plan at Academic Advising passed its target completion date with no actual_completion_date recorded.,"plan_id=AP0142, completion_status=incomplete, completion_percentage=3"
incomplete_or_overdue_action_plan,S0435,AP0155,Financial Aid,10,Medium,Medium,action plan marked incomplete,Action plan at Financial Aid is marked incomplete (26% complete).,"plan_id=AP0155, completion_status=incomplete, completion_percentage=26"
unowned_workflow_step,S0476,WF00317,Academic Advising,9,Medium,Medium,check_in logged with no named owner,Check in at Academic Advising has no assigned_owner -- nobody on record is accountable for it.,"interaction_id=SI00509, interaction_type=check_in, status=open"
unowned_workflow_step,S0435,WF00298,Counseling,8,Medium,Medium,referral logged with no named owner,Referral at Counseling has no assigned_owner -- nobody on record is accountable for it.,"interaction_id=SI00477, interaction_type=referral, status=open"
unowned_workflow_step,S0222,WF00164,Counseling,8,Medium,Medium,referral logged with no named owner,Referral at Counseling has no assigned_owner -- nobody on record is accountable for it.,"interaction_id=SI00248, interaction_type=referral, status=open"
unowned_workflow_step,S0198,WF00139,Dean of Students,8,Medium,Medium,referral logged with no named owner,Referral at Dean of Students has no assigned_owner -- nobody on record is accountable for it.,"interaction_id=SI00208, interaction_type=referral, status=open"
unowned_workflow_step,S0699,WF00482,Academic Advising,7,Medium,Medium,check_in logged with no named owner,Check in at Academic Advising has no assigned_owner -- nobody on record is accountable for it.,"interaction_id=SI00765, interaction_type=check_in, status=open"
incomplete_or_overdue_action_plan,S0230,AP0085,Residential Life,7,Medium,Medium,action plan marked incomplete,Action plan at Residential Life is marked incomplete (17% complete).,"plan_id=AP0085, completion_status=incomplete, completion_percentage=17"
unowned_workflow_step,S0591,WF00405,Financial Aid,6,Medium,Medium,check_in logged with no named owner,Check in at Financial Aid has no assigned_owner -- nobody on record is accountable for it.,"interaction_id=SI00654, interaction_type=check_in, status=open"
unowned_workflow_step,S0121,WF00083,Financial Aid,6,Medium,Medium,referral logged with no named owner,Referral at Financial Aid has no assigned_owner -- nobody on record is accountable for it.,"interaction_id=SI00133, interaction_type=referral, status=open"
unowned_workflow_step,S0574,WF00394,Academic Advising,6,Medium,Medium,handoff logged with no named owner,Handoff at Academic Advising has no assigned_owner -- nobody on record is accountable for it.,"interaction_id=SI00639, interaction_type=handoff, status=open"
incomplete_or_overdue_action_plan,S0136,AP0049,Residential Life,6,Medium,Medium,action plan marked incomplete,Action plan at Residential Life is marked incomplete (36% complete).,"plan_id=AP0049, completion_status=incomplete, completion_percentage=36"
unowned_workflow_step,S0574,WF00393,Counseling,5,Medium,Medium,handoff logged with no named owner,Handoff at Counseling has no assigned_owner -- nobody on record is accountable for it.,"interaction_id=SI00638, interaction_type=handoff, status=open"
incomplete_or_overdue_action_plan,S0020,AP0009,Dean of Students,5,Medium,Medium,action plan marked incomplete,Action plan at Dean of Students is marked incomplete (14% complete).,"plan_id=AP0009, completion_status=incomplete, completion_percentage=14"
incomplete_or_overdue_action_plan,S0567,AP0183,Financial Aid,5,Medium,Medium,action plan marked incomplete,Action plan at Financial Aid is marked incomplete (9% complete).,"plan_id=AP0183, completion_status=incomplete, completion_percentage=9"
unowned_workflow_step,S0444,WF00301,Academic Advising,4,Medium,Medium,referral logged with no named owner,Referral at Academic Advising has no assigned_owner -- nobody on record is accountable for it.,"interaction_id=SI00482, interaction_type=referral, status=open"
unowned_workflow_step,S0267,WF00195,Residential Life,4,Medium,Medium,referral logged with no named owner,Referral at Residential Life has no assigned_owner -- nobody on record is accountable for it.,"interaction_id=SI00302, interaction_type=referral, status=pending"
unowned_workflow_step,S0161,WF00112,Financial Aid,4,Medium,Medium,referral logged with no named owner,Referral at Financial Aid has no assigned_owner -- nobody on record is accountable for it.,"interaction_id=SI00169, interaction_type=referral, status=open"
unowned_workflow_step,S0334,WF00243,Dean of Students,4,Medium,Medium,referral logged with no named owner,Referral at Dean of Students has no assigned_owner -- nobody on record is accountable for it.,"interaction_id=SI00380, interaction_type=referral, status=open"
incomplete_or_overdue_action_plan,S0293,AP0108,Dean of Students,4,Medium,Medium,action plan marked incomplete,Action plan at Dean of Students is marked incomplete (13% complete).,"plan_id=AP0108, completion_status=incomplete, completion_percentage=13"
incomplete_or_overdue_action_plan,S0692,AP0232,Financial Aid,4,Medium,Medium,action plan marked incomplete,Action plan at Financial Aid is marked incomplete (43% complete).,"plan_id=AP0232, completion_status=incomplete, completion_percentage=43"
incomplete_or_overdue_action_plan,S0027,AP0013,Residential Life,3,Medium,Medium,action plan marked incomplete,Action plan at Residential Life is marked incomplete (14% complete).,"plan_id=AP0013, completion_status=incomplete, completion_percentage=14"
incomplete_or_overdue_action_plan,S0122,AP0043,Residential Life,3,Medium,Medium,action plan marked incomplete,Action plan at Residential Life is marked incomplete (33% complete).,"plan_id=AP0043, completion_status=incomplete, completion_percentage=33"
unowned_workflow_step,S0239,WF00177,Counseling,2,Medium,Medium,referral logged with no named owner,Referral at Counseling has no assigned_owner -- nobody on record is accountable for it.,"interaction_id=SI00268, interaction_type=referral, status=open"
unowned_workflow_step,S0238,WF00175,Financial Aid,-3,Medium,Medium,referral logged with no named owner,Referral at Financial Aid has no assigned_owner -- nobody on record is accountable for it.,"interaction_id=SI00265, interaction_type=referral, status=open"
stale_open_referral,S0181,WF00126,Counseling,27,Medium,Low,referral open past the configured threshold,"Referral opened 27 days ago at Counseling is still open, past the 21-day threshold.","interaction_id=SI00189, status=open, owner=ST002"
stale_open_referral,S0273,WF00198,Counseling,26,Medium,Low,referral open past the configured threshold,"Referral opened 26 days ago at Counseling is still open, past the 21-day threshold.","interaction_id=SI00307, status=open, owner=ST004"
incomplete_or_overdue_action_plan,S0239,AP0089,Counseling,26,Medium,Low,action plan marked incomplete,Action plan at Counseling is marked incomplete (23% complete).,"plan_id=AP0089, completion_status=incomplete, completion_percentage=23"
incomplete_or_overdue_action_plan,S0307,AP0112,Counseling,26,Medium,Low,action plan marked incomplete,Action plan at Counseling is marked incomplete (35% complete).,"plan_id=AP0112, completion_status=incomplete, completion_percentage=35"
stale_open_referral,S0385,WF00274,Academic Advising,24,Medium,Low,referral open past the configured threshold,"Referral opened 24 days ago at Academic Advising is still open, past the 21-day threshold.","interaction_id=SI00430, status=open, owner=ST006"
stale_open_referral,S0061,WF00047,Counseling,23,Medium,Low,referral open past the configured threshold,"Referral opened 23 days ago at Counseling is still open, past the 21-day threshold.","interaction_id=SI00074, status=open, owner=ST002"
stale_open_referral,S0067,WF00054,Counseling,23,Medium,Low,referral open past the configured threshold,"Referral opened 23 days ago at Counseling is still open, past the 21-day threshold.","interaction_id=SI00086, status=open, owner=ST001"
stale_open_referral,S0411,WF00285,Counseling,23,Medium,Low,referral open past the configured threshold,"Referral opened 23 days ago at Counseling is still open, past the 21-day threshold.","interaction_id=SI00451, status=open, owner=ST001"
no_later_follow_up,S0411,WF00285,Counseling,23,Medium,Low,referral with nothing recorded after it,Referral at Counseling 23 days ago has no later interaction of any kind recorded for this student since.,"interaction_id=SI00451, status=open"
incomplete_or_overdue_action_plan,S0225,AP0080,Academic Advising,20,Medium,Low,action plan marked incomplete,Action plan at Academic Advising is marked incomplete (10% complete).,"plan_id=AP0080, completion_status=incomplete, completion_percentage=10"
incomplete_or_overdue_action_plan,S0339,AP0124,Academic Advising,18,Medium,Low,action plan marked incomplete,Action plan at Academic Advising is marked incomplete (17% complete).,"plan_id=AP0124, completion_status=incomplete, completion_percentage=17"
incomplete_or_overdue_action_plan,S0221,AP0078,Counseling,12,Medium,Low,action plan marked incomplete,Action plan at Counseling is marked incomplete (5% complete).,"plan_id=AP0078, completion_status=incomplete, completion_percentage=5"
incomplete_or_overdue_action_plan,S0090,AP0030,Academic Advising,11,Medium,Low,action plan marked incomplete,Action plan at Academic Advising is marked incomplete (10% complete).,"plan_id=AP0030, completion_status=incomplete, completion_percentage=10"
incomplete_or_overdue_action_plan,S0684,AP0229,Academic Advising,10,Medium,Low,action plan marked incomplete,Action plan at Academic Advising is marked incomplete (30% complete).,"plan_id=AP0229, completion_status=incomplete, completion_percentage=30"
incomplete_or_overdue_action_plan,S0411,AP0145,Counseling,4,Medium,Low,action plan marked incomplete,Action plan at Counseling is marked incomplete (25% complete).,"plan_id=AP0145, completion_status=incomplete, completion_percentage=25"
